"","lead_id","name","company","qualification_level_code_text","user_status_code_text","account_life_cycle_status_code_text","life_cycle_status_code_text","origin_type_code_text","priority_code_text","group_code_text","c4c_account_state","bci_project_state","bci_project_type","bci_project_status","estimated_project_value","bci_project_stage","opportunity_id","sale","project_state","log_value","type"
"88",20144,"156-158 Oxlade Dr Lot 2 on RP74474, Lot 1 on RP8766 & Lot 2 on RP45693 New Farm QLD 4005","Azure Development Group (Forme","Warm","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","apartments (10) - 6 storey","Appeal Lodged",1e+07,"Documentation","NULL","0","Appeal Lodged",16.1180956509583,"apartment"
"89",20158,"DOMUS HIGHGATE HILL &amp; 15 CARLTON ST MASTERPLAN","Cunningham Designs","Warm","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","apartments (20) - 2 buildings - 5 storey","Development Approval",1.5e+07,"Documentation","NULL","0","Development Approval",16.5235607590665,"apartment"
"90",20166,"CENTRAL PARK SYDNEY – BREWERY BUILDING PRECINCT","Tzannes Associates Pty Ltd","Hot","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","offices | shops | community facility - 7 buildings - up to 7 storey","Development Approval",44124000,"Documentation","NULL","0","Development Approval",17.6025144100714,"commercial"
"91",20187,"8 Osborne Ave Lot 5 Block D on LP001239 Springvale VIC 3171","Treespace Solutions Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (8) - 3 storey","Tenders To Be Called",2e+06,"Documentation","NULL","0","Tenders To Be Called",14.5086577385242,"townhouse"
"92",20191,"57 HAIG","Meydan Group","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","office building | shops - 31 storey","Tenders To Be Called",5e+07,"Documentation","NULL","0","Tenders To Be Called",17.7275335633924,"commercial"
"93",20200,"DOMUS HIGHGATE HILL","Integral Construction Pty Ltd","Warm","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","apartments (10) - 5 storey","Tenders To Be Called",3e+06,"Documentation","28635","1","Tenders To Be Called",14.9141228466324,"apartment"
"94",20215,"CHISHOLM RD PRISON PROJECT","John Holland Pty Ltd - Melbour","Hot","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","prison (1,248 beds)","Construction Commenced",689450000,"Construction","NULL","0","Construction Commenced",20.351404736252,"public"
"95",20216,"HILTON GARDEN INN - KARRATHA","Pacifica Developments","Warm","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","QLD","Western Australia","hotel (100 rooms) - 5 storey","Tenderers Named",2e+07,"Tender","25107","1","Tenderers Named",16.8112428315183,"commercial"
"96",20270,"182-184 Melbourne St North Adelaide SA 5006","MasterPlan SA Pty Ltd - Adelai","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","apartments | offices - 4 storey","Development Approval",5500000,"Documentation","NULL","0","Development Approval",15.5202586502027,"apartment"
"97",20289,"327 Merrylands Rd Lot 103 DP 976423 Merrylands NSW 2160","Baini Design","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","apartments (8) | shop - 4 storey","Development Approval",3239000,"Documentation","NULL","0","Development Approval",14.9907751981535,"apartment"
"98",20291,"PACIFIC MWY M1: (VARSITY LAKES TO BURLEIGH)","Department of Transport & Main Road","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","roadworks - upgrade","Construction Commenced",106482000,"Construction","NULL","0","Construction Commenced",18.4834865147448,"road"
"99",20306,"176 Elevation Blvd Lot R on PS738896 Craigieburn VIC 3064","Metropol Planning Solutions Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","restaurants / shops (13) - single storey","Construction Certificate Approved",3e+06,"Documentation","NULL","0","low_chance",14.9141228466324,"hospitality"
"100",20308,"CAMERONS & JUNCTION BRIDGES - BRIDGES RENEWAL PROGRAM","Roads &amp; Maritime Services (Form","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","bridges (2) - redevelopment","Tenders To Be Called",3850000,"Documentation","NULL","0","Tenders To Be Called",15.163583706264,"public"
"101",20354,"THE ARDEN RESIDENCES - GARDENVALE","Finnis Architects","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","apartments (10) | office - 5 storey","Contract Awarded/Builder Apptd",4800000,"Tender","NULL","0","Contract Awarded/Builder Apptd",15.3841264758781,"apartment"
"102",20356,"LOTHIAN ST APARTMENTS","Kennedy Nolan Architects Pty L","Warm","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","apartments (8) - 4 storey","Construction Commenced",4600000,"Construction","NULL","0","Construction Commenced",15.3415668614593,"apartment"
"103",20366,"166 Old Pitt Town Rd Lot 122 DP562991 Box Hill NSW 2765","Paul Davies Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","childcare centre (200 place) | community centre - part 2 & 3 storey","Development Application",2e+06,"Documentation","NULL","0","Development Application",14.5086577385242,"public"
"104",20380,"PARRAMATTA SQUARE STAGES 6 & 8 (6PS & 8PS)","CPB Contractors - Sydney (Form","Hot","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","office building | shops - part 27 & 56 storey","Construction Commenced",457354000,"Construction","NULL","0","Construction Commenced",19.9409682660654,"commercial"
"105",20383,"REGALIA","Dasco Australia Pty Ltd","Hot","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","townhouses (61) - part 2 & 3 storey","Main Contractor On Site",31221146,"Construction","NULL","0","low_chance",17.2566061796168,"townhouse"
"106",20395,"FAIRBROTHER OFFICE","Fairbrother Pty Ltd - Hobart","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","TAS","Tasmania","office buildings (2) - new & alterations - 4 & 2 storey","Construction Certificate Approved",3e+06,"Documentation","NULL","0","low_chance",14.9141228466324,"commercial"
"107",20414,"MERITON SUITES HOTEL","Rothelowman Architects (tradin","Hot","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","hotel (298 rooms) - 57 storey","Site Works Commenced",4e+07,"Construction","NULL","0","Site Works Commenced",17.5043900120782,"commercial"
"108",20426,"19 Cubitt St Cremorne VIC 3121","Kapitol Group Pty Ltd - Head O","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","office building - 8 storey","Tenderers Named",6500000,"Tender","NULL","0","Tenderers Named",15.6873127348659,"commercial"
"109",20461,"COWELL FORESHORE UPGRADE - MASTERPLAN","District Council of Franklin H","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","foreshore - upgrade","Development Approval",5950000,"Documentation","NULL","0","Development Approval",15.5989017775218,"other"
"110",20469,"RIVERDALE COMMUNITY CENTRE","Melbcon Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","community centre - single storey","Construction Commenced",7800000,"Construction","NULL","0","Construction Commenced",15.8696342916598,"public"
"111",20488,"THE METROPOLITAN HOTEL","Valeo Construction Pty Ltd","Hot","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","office building / tavern (20 storey) - extension","Construction Certificate Submitted",3e+07,"Documentation","24420","1","low_chance",17.2167079396264,"commercial"
"112",20491,"1-5 Barn Owl Ave Lots 201 - 204 DP 1211845 30 Van Stappen Rd Wadalba NSW 2259","G Developments Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","New South Wales","units (8) - single storey","Construction Certificate Submitted",2186000,"Documentation","NULL","0","low_chance",14.5975839477186,"other"
"113",20492,"SCOTCH COLLEGE - WELLBEING  SPORTS CENTRE","Moto Projects Pty Ltd","Warm","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","SA","South Australia","wellbeing & sports centre for school - 3 storey","Contract Awarded/Builder Apptd",2.7e+07,"Tender","NULL","0","Contract Awarded/Builder Apptd",17.1113474239686,"public"
"114",20500,"CARRINGTON HILL","Ascui & Co Architects (also As","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (18) - 3 & 4 storey","Construction Commenced",5400000,"Construction","NULL","0","Construction Commenced",15.5019095115345,"townhouse"
"115",20503,"UOO CHRISTCHURCH CAMPUS REDEVELOPMENT - STAGE 1","University of Otago - Dunedin Campu","Hot","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","clinical research & laboratory facility for university - 6 storey","Tenderers Named",1.5e+08,"Tender","NULL","0","Tenderers Named",18.8261458520605,"other"
"116",20510,"SH4 PARAPARA RD SLIP REPAIR","New Zealand Transport Agency (NZTA)","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","roadworks - reinstatement","Tenders To Be Called",5e+06,"Documentation","NULL","0","Tenders To Be Called",15.4249484703984,"road"
"117",20540,"OXLEY CHRISTIAN COLLEGE","Melbcon Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","school buildings (3) - 1 & 2 storey","Construction Commenced",1.3e+07,"Construction","NULL","0","Construction Commenced",16.3804599154258,"public"
"118",20545,"THE SHORELINE / PARK BEACH RESIDENCES","Bachrach Naumburger Group - Co","Hot","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","apartments (151) - 11 storey | aged care facility (120 beds) - 4 storey | villas (18)","Development Approval",1e+08,"Documentation","NULL","0","Development Approval",18.4206807439524,"apartment"
"119",20548,"1/22-26 Gordon St Lot 1 on PS315946 Cremorne VIC 3121","Fieldwork (subsidiary of Assem","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","office building | restaurant - 9 storey","Tenders To Be Called",2e+07,"Documentation","NULL","0","Tenders To Be Called",16.8112428315183,"commercial"
"120",20559,"6 Ebor Ave Lot 2 on DP 5178/585 cnr Norma St Mile End SA 5031","DC Architecture SA","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","apartments (25) | shop - 5 storey","Development Application",7e+06,"Documentation","NULL","0","Development Application",15.7614207070196,"apartment"
"121",20563,"96-98 Frank St Lot 34 SP258733 Labrador QLD 4215","Hamilton Hayes & Henderson Architects","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","motel (21 rooms) | managers residence - 3 storey","Site for Sale",7e+06,"Documentation","NULL","0","low_chance",15.7614207070196,"commercial"
"122",20575,"WEINAM CREEK PRIORITY DEVELOPMENT AREA (PDA) - MASTERPLAN","Redland Investment Corporation","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","residential | retail | commercial | marina | ferry & bus terminal","Development Approval",2e+08,"Documentation","NULL","0","Development Approval",19.1138279245123,"commercial"
"123",20592,"BUNNINGS - DONCASTER HILL","Bunnings Group Ltd - National","Hot","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","apartments (258) | hotel (190 rooms) | retail warehouse - 3 buildings - 6, 8 & 9 storey","Development Approval",1.7e+08,"Documentation","NULL","0","Development Approval",18.9513089950145,"apartment"
"124",20614,"CANNING CITY CENTRE - MASTERPLAN","Place Laboratory","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","streetscaping for city centre","Development Approval",7.6e+07,"Documentation","NULL","0","Development Approval",18.1462438982506,"road"
"125",20624,"10-12 Yamba Rd Lot 141 & 142 DP 10294 The Entrance NSW 2261","Baini Design","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","townhouses (7) - 2 storey","Development Approval",2505000,"Documentation","NULL","0","Development Approval",14.7337992925011,"townhouse"
"126",20667,"ROKEBY RD SOUTH STREETSCAPE - MASTERPLAN","Hassell Pty Ltd - Perth","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","streetscape - upgrade","Tenders To Be Called",5558000,"Documentation","NULL","0","Tenders To Be Called",15.5307488892846,"road"
"127",20678,"GRANGE CHILDCARE CENTRE","Business Geographics Pty Ltd","Warm","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","childcare centre (124 places) - alterations & additions - 2 buildings - 2 storey","Appeal Lodged",3e+06,"Documentation","NULL","0","Appeal Lodged",14.9141228466324,"public"
"128",20681,"MARTIN &amp; POWLETT - HEIDELBERG","BEG Development Pty Ltd (tradi","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","apartments (121) | medical centre | cafe - 7 storey","Construction Commenced",2e+07,"Construction","NULL","0","Construction Commenced",16.8112428315183,"apartment"
"129",20685,"BUILDING BETTER BIKE CONNECTIONS","City of Greater Geelong Counci","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","bicycle lanes (2)","Development Approval",4819000,"Documentation","NULL","0","Development Approval",15.3880769956225,"road"
"130",20686,"435 BOURKE","CBUS Property Pty Ltd","Hot","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","office building | sports & recreation facility - 49 storey","Tenders To Be Called",3e+08,"Documentation","NULL","0","Tenders To Be Called",19.5192930326205,"commercial"
"131",20687,"DICKENS CNR, COTHAM VILLAGE &amp; HIGHFIELD RD SHOPPING CENTRES","City of Boroondara Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","streetscape for shopping centres (3) - improvement works","Feasibility/EIS/Submission of Proposals/Master Planning",3150000,"Concept","NULL","0","low_chance",14.9629130108018,"road"
"132",20705,"12-18 Leigh Ave Lot 1 on DP775862 34 Skinner Ave Riverwood NSW 2210","MBMpl  Pty Ltd (Merged with Apex Pr","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","residential aged care facility (34 beds) - extension - part 3 & 4 storey","Development Approval",5e+06,"Documentation","NULL","0","Development Approval",15.4249484703984,"aged_care"
"133",20708,"102, 104 & 106 John St Lot 1 & 4 on TP144905 & LP75005  Brunswick East VIC 3057","G2 Urban Planning (formerly Gattini","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","apartments (42) | townhouses (6) | office - 3 & 5 storey","Development Approval",1e+07,"Documentation","NULL","0","Development Approval",16.1180956509583,"apartment"
